,Topik 1,Topik 2,Topik 3
fitnessnya,6.648390087305497e-06,4.266691785697258e-05,6.817255989315193e-06
fitur,1.2195848885573374e-05,0.010782034753041491,0.0015022485066432376
fiturakurasi,6.648390064918956e-06,4.275699355403703e-05,6.7321605926909806e-06
fiturciri,6.648390063384583e-06,4.275699355732579e-05,6.7321605911377745e-06
fiturfitur,6.697524043522037e-06,0.000257550660141185,0.00024135509857022063
fiturfiturnya,6.648390058273736e-06,4.27569935684084e-05,6.7321605858432105e-06
fiturnya,6.648390037075801e-06,0.00011401864978153536,6.7321605638725065e-06
fix,6.6483900456028875e-06,7.836396831422243e-05,6.754695087391394e-06
fknn,7.800315779327342e-06,8.149923195490433e-06,3.825936883995967e-05
flag,7.299389650690164e-05,7.1261657167490204e-06,6.872297669486643e-06
flappi,6.656251957048736e-06,0.000184766110557479,7.2099651538038585e-06
flappybird,6.6483901035542195e-06,7.800068126917395e-05,7.097895963467237e-06
flartoolkit,7.304672593015924e-05,7.126165731119668e-06,6.818802575531174e-06
flash,2.431145622990075e-05,7.126165735152196e-06,0.0002917937609226573
fleksibel,5.3623102912466626e-05,7.12616579481536e-06,6.0147968168382764e-05
fleksibelnya,3.8201222426805634e-05,7.126165955926478e-06,8.442560847471344e-06
fleksibilita,0.00010630776490385335,7.126165692523475e-06,6.7994731028664265e-06
flood,6.648390079689036e-06,0.00011387690374388007,6.866069431795494e-06
flow,6.648390041799247e-06,7.838782168770454e-05,6.73216056879133e-06
fluktuasi,6.768763813197553e-06,7.126165723073584e-06,7.393187511162641e-05
fmcdm,6.648390043133409e-06,7.126165668892796e-06,7.40537656572182e-05
fmeasur,7.054781838436606e-06,0.000647871900515975,6.8961377083597805e-06
fmeasurenya,3.9021569268075575e-05,8.057368916786733e-06,6.732160708346648e-06
fmop,0.00010637423984059726,7.126165682989345e-06,6.732160582897217e-06
focal,6.648390057131644e-06,7.838782165448006e-05,6.732160584653121e-06
focus,6.648390057833065e-06,7.838782165292431e-05,6.732160585412595e-06
foku,0.00010877758647024805,7.177364113472137e-06,0.00013889337427825863
fold,6.788898019408532e-06,0.00017179287592946008,1.9331593318491785e-05
fonik,6.648390056758033e-06,7.1413065987617835e-06,0.0002086826723140421
font,6.648390043626102e-06,7.83878216837416e-05,6.73216057068527e-06
food,6.648390057537199e-06,7.1993447069070215e-06,0.00010764543528230375
for,0.00032884591750127745,0.00044551497106089716,6.862236877680509e-06
forc,6.648390066447283e-06,7.149190787013379e-06,4.0371210957317136e-05
forecast,0.00010631623633632526,7.126165715229424e-06,6.7908949078696715e-06
foreground,6.648390063688163e-06,7.838782164028032e-05,6.732160591428574e-06
foregroundapertur,3.920544323947701e-05,7.860281118463461e-06,6.732160733147314e-06
foreign,6.679264657717979e-06,7.126165687132281e-06,7.402250200144958e-05
form,6.660924608735378e-06,7.146616630992217e-06,0.0002759865686140386
formal,0.00013461722812593426,7.136837906168353e-06,7.910563288594302e-05
formasi,0.00010637423987445123,7.126165664473021e-06,6.7321605661093655e-06
format,0.00013916528464206883,0.00018528041636025168,7.1886430659309645e-06
formula,6.740389889869579e-06,0.00014947219218860668,6.8064850679336405e-06
formulir,6.648390053081344e-06,7.126165680348496e-06,7.405376563632252e-05
forum,6.655126580602665e-06,8.596372845723571e-05,0.00030251552715745213
forward,0.0005114949847876336,0.0001429109143901515,6.802465200063624e-06
foto,3.989033114615803e-05,4.275699665616549e-05,4.0392969295484916e-05
fourier,6.673583765212707e-06,0.00022088412977356328,6.732160587109078e-06
fp,7.044036408577202e-06,0.0001135945708445898,6.732160647821602e-06
fpgrowth,6.648390050723115e-06,7.126165677649737e-06,0.00010771456825621044
frame,0.00013951629648715827,7.224011365496167e-06,6.740876789589788e-06
framework,0.00013664304269275717,0.0003704601148817149,0.0017871280885727958
frameworknya,6.648390239516004e-06,4.184063895805784e-05,7.597849843198313e-06
frameworkzf,6.648390047591045e-06,4.27569935914968e-05,6.7321605748487635e-06
frameworkâ,6.658340670925467e-06,4.201894551868546e-05,7.419326029208316e-06
frasa,6.6483900730419515e-06,4.2756993536221124e-05,6.7321606012964355e-06
free,7.313230740009075e-05,7.1261657720750314e-06,4.039294534469647e-05
freedom,6.683010624653152e-06,7.126165700519079e-06,4.035790620724482e-05
freeradiu,6.648390134157987e-06,7.802722165337414e-05,7.072822963879572e-06
frekuensi,6.772805101814014e-06,0.00014951616338240768,4.039292400484442e-05
fremwork,6.8533694165165236e-06,7.126165792184426e-06,4.01854007870266e-05
frequenc,6.648390051131227e-06,0.0001496494778345785,6.732160578464542e-06
frequent,6.648390050061716e-06,7.1261656769128195e-06,0.00017503617348746218
friendli,6.694592910785602e-06,7.134404549066263e-06,0.0001749816051193746
from,6.648390037372545e-06,4.275699361374377e-05,6.7321605641791815e-06
frontal,6.648390042139797e-06,7.838782168699887e-05,6.73216056911315e-06
fruit,6.648390043867901e-06,4.275699359965898e-05,6.7321605709079605e-06
frustasi,3.981042159111549e-05,7.126165703179277e-06,6.8130858169961025e-06
fsa,7.30594475273831e-05,7.1261657199539415e-06,6.805920695194619e-06
fscore,6.691114576983239e-06,0.00047028135288726603,4.039275804509024e-05
fslsm,7.255124990091325e-05,7.395989256056114e-06,7.065616657633391e-06
fslsmdengan,6.648390089902767e-06,7.126165722738838e-06,4.0392962944013565e-05
fsm,0.00013837687053737028,7.126165716172105e-06,7.9870954169278e-06
fsva,6.6483900605562555e-06,7.2032414121817316e-06,7.398095140752211e-05
ftp,6.648390057609211e-06,7.126165685589835e-06,4.039296301180935e-05
fulli,6.648390050974941e-06,7.838782166804321e-05,6.732160578074172e-06
fullyconnect,6.648390047980288e-06,4.275699359063968e-05,6.732160575264348e-06
fun,6.702943985847139e-06,7.126165724656491e-06,4.0337721660441315e-05
function,8.61258382670208e-05,7.1957286354247466e-06,0.0005657428195035403
fundu,6.648390037914159e-06,0.0010760510080355542,6.732160564742358e-06
fungsi,0.00037074903608827877,0.0005522311753902822,0.00043584890391083796
fungsifungsi,6.801719069185188e-06,4.2519486491745276e-05,6.8012749409061064e-06
fungsinya,6.64839003934376e-06,7.838782169301613e-05,6.732160566259873e-06
fungsion,0.00013195944249837923,0.00015254984203679753,7.906698595493624e-05
fungsionalita,0.0001646739894228441,1.5049884952349056e-05,0.00017583782784318385
funngsi,3.9890339851816725e-05,7.126165689947507e-06,6.732160589058993e-06
furnitar,6.648390046204883e-06,7.126165672431629e-06,7.405376565076484e-05
furnitur,6.685059986768417e-06,7.1261656781082795e-06,0.00027598144934872
furp,6.648390043522635e-06,7.126165669422307e-06,7.405376565632383e-05
fuse,6.648390096732786e-06,4.261991320094965e-05,6.861661752289472e-06
fusion,6.6483900442870455e-06,0.0001852803059330072,6.732160571341197e-06
fusiontest,6.648390050127796e-06,4.27569935861192e-05,6.732160577360298e-06
futsal,0.0001728581397950854,7.1261656948981394e-06,6.73216059359375e-06
futsalberdasarkan,3.9890339790495544e-05,7.126165723516377e-06,6.732160619439716e-06
fuzzi,0.0037725256446742165,0.0011354455562121483,0.0004122156963747974
fuzzyanalyt,6.938036854820865e-06,7.126165763164283e-06,4.009966655598555e-05
fvc,6.669196077505607e-06,4.2734692358497446e-05,6.732160586104025e-06
ga,6.732694285833103e-06,0.0001136867575349298,6.960336023311568e-06
gabor,7.376100282212325e-06,0.0001132386437669921,6.732160628592174e-06
gabungan,4.490603758528742e-05,0.00039367301580829227,6.747385719833528e-06
gadget,6.7606628570845345e-06,7.1261657234484285e-06,7.3940078140431e-05
gadgetnya,6.648390062362778e-06,7.126165691119323e-06,4.0392963001772084e-05
gae,3.9721411950711886e-05,7.126165698105462e-06,6.903216994427303e-06
gagak,6.648390051450045e-06,4.2756993583216206e-05,6.732160578763867e-06
gagal,9.069476499356142e-06,4.945392090203787e-05,0.00033456193952003055
gagasan,5.5547984252108596e-05,9.720669448019116e-05,6.759651824257739e-06
gain,1.3708472507578594e-05,0.0005126569757170602,0.0001278975127769909
gajah,6.64839004096456e-06,4.275699360595328e-05,6.732160567901628e-06
gaji,6.89392519645944e-06,0.00011317601852281226,7.279573878502009e-06
gakmean,6.830998135479344e-06,0.00018508457497937885,6.732160601464544e-06
galat,6.6483900634825934e-06,4.2756993557076925e-05,6.73216059127364e-06
gale,3.989033982781577e-05,7.126165703065186e-06,6.7321606009698645e-06
gali,0.0001728152617609463,7.126165700925357e-06,6.775578890445803e-06
gambar,0.00018535398287006013,0.001960761147831513,0.00037007317160796217
gambaran,6.700213066626447e-06,7.126165696438678e-06,0.0001076620922461636
gambaraninformasi,6.648390074627328e-06,7.126165705050713e-06,4.0392962976191764e-05
gambargambar,7.234633654359593e-05,7.1261658245254765e-06,7.528016865062153e-06
game,0.004354157785264478,7.179986547567118e-06,0.009035053014467864
gameedukasi,6.651816913950267e-06,7.126165690246264e-06,4.038949297225546e-05
gamegam,6.648390060058176e-06,7.126165688173277e-06,4.03929630068889e-05
gameplay,3.073523809239335e-05,7.12616574168109e-06,8.332422292877597e-05
gameplaynya,6.788844703085755e-06,4.260026716723484e-05,6.73799720690485e-06
gamif,6.648390057500664e-06,7.126165685437213e-06,7.405376562704012e-05
gamma,3.8828580498797125e-05,8.264203728621446e-06,4.039298484149696e-05
gammu,6.71290564049453e-06,7.12616575554153e-06,0.00010764923968846379
gampang,1.7042941874730536e-05,7.126165734710912e-06,6.352824114148736e-05
gana,6.678667150959529e-06,7.272715245286236e-06,7.38846601912212e-05
ganda,6.6483901069659336e-06,0.00017289067993733753,0.00011941917297558491
gangguan,0.0001441319122783607,0.0004178788349584679,0.0002873334028163451
ganjil,6.648390087305497e-06,4.266691785697258e-05,6.817255989315193e-06
ganti,7.93982365767109e-05,7.126165745105609e-06,0.0001013696699511234
gap,0.00015412600026063264,7.126165729393867e-06,9.302193256937525e-05
gapkesenjangan,3.9491057874372306e-05,7.126165781073465e-06,7.136473481672986e-06
garam,6.772249087798307e-06,7.131122324154441e-06,0.0015886597810433542
garamsedangakan,6.6483900728473905e-06,7.126165703041532e-06,4.0392962979892234e-05
gardner,6.681289700076454e-06,7.126165718752484e-06,4.0359648798457326e-05
gari,6.6483900889813734e-06,0.00033268590892912613,3.578061391629435e-05
garisgari,3.956571886455728e-05,7.474114977951172e-06,6.7321606387143455e-06
gase,3.9746602260975624e-05,7.126165724449795e-06,6.8777092583159515e-06
gate,6.648390071433693e-06,7.126165701315412e-06,7.405376559793108e-05
gateway,6.655999074206066e-06,7.126165677535115e-06,0.0006462797051972309
gatewayrancang,6.64839007604627e-06,4.265905346510368e-05,6.824685571016304e-06
gaul,3.989033982001645e-05,7.126165707320824e-06,6.73216060484707e-06
gaussian,6.6556264475648585e-06,0.00047027537304297903,6.773539933822638e-06
gawang,0.00010637423983282554,7.126165687293841e-06,6.732160586700333e-06
gaya,0.00012969625526218915,8.902186851694855e-05,0.0008482510617817781
gb,6.6483900630448155e-06,7.126165691970569e-06,4.0392963000277274e-05
ge,7.044036408577202e-06,0.0001135945708445898,6.732160647821602e-06
gedung,0.0002576747176783098,5.8673633055388816e-05,6.792681683456821e-06
geger,3.989033987324429e-05,7.126165678214903e-06,6.732160578445444e-06
gejala,0.000873135256547238,0.0005732079164115869,4.195882743418441e-05
gejalagajala,2.3609395956229248e-05,7.126166072826682e-06,2.3218246001557507e-05
gejalagejala,0.000337861982251048,7.475028939175881e-06,7.623688034005001e-06
gejeh,6.693765959443101e-06,7.126165710241068e-06,4.034701534472504e-05
gelandang,3.989033988008943e-05,7.126165674425114e-06,6.732160575094336e-06
gelap,3.975815754036989e-05,0.00011401868829086562,6.865972183477548e-06
gelombang,1.0444014823502223e-05,0.00021683068850082224,6.743548485099973e-06
gemar,6.648390066511305e-06,7.126165695993822e-06,4.0392962992966255e-05
gemari,7.613038537559638e-06,4.1723021917496565e-05,6.7321608630804475e-06
geme,6.6483900520754135e-06,7.126165679189928e-06,4.039296302345898e-05
gen,6.6483900844826535e-06,7.830002612281449e-05,6.815101881007064e-06
gender,3.980586154223603e-05,0.00025654208987626275,6.817582788923742e-06
gener,0.00013908030576780024,1.1045431360831007e-05,0.00010455463488238542
generasi,0.00017285819978838976,0.00014704643983368603,4.285201889271463e-05
generatorâ,6.648390152275225e-06,4.261326834195327e-05,6.867939161344221e-06
genet,6.648390062028069e-06,7.838782164380603e-05,6.7321605897788e-06
genetika,0.0003102710729800694,0.00021613524323270593,6.742850495838065e-06
genggam,6.648390107011904e-06,7.126165742091902e-06,4.0392962908405655e-05
genr,9.44694992736667e-05,4.2756960075471816e-05,8.610853939151277e-05
genu,3.9401901158213214e-05,7.649705152815985e-06,6.732160659096351e-06
geo,6.6483900728473905e-06,7.126165703041532e-06,4.0392962979892234e-05
geodes,6.6483900627554385e-06,4.275699355869741e-05,6.732160590479083e-06
geograf,6.996115035451217e-06,7.126165796463832e-06,4.004085655168995e-05
geografi,0.00087908349078548,7.164797926763479e-06,0.00023407426094845476
geografissiggoogl,6.8211450478968955e-06,7.215366481299662e-06,4.013376239597773e-05
geograph,7.31322898430445e-05,7.1261656882154315e-06,6.732160587543445e-06
geolog,6.648390058302431e-06,4.275699356835747e-05,6.732160585862275e-06
geometr,0.00017285813985802015,7.126165660415741e-06,6.732160562442135e-06
geometri,6.665428183523635e-06,0.00011400038720469872,6.73216057518578e-06
geospasi,5.466259171359657e-05,7.126165768617244e-06,2.543457909127652e-05
geotag,6.6483900379796325e-06,7.126165663088065e-06,0.00010771456828287117
geotaggingloc,6.648390046390076e-06,7.126165672751587e-06,4.039296303529837e-05
gerak,0.0005292355363433025,5.2686409592479e-05,6.752774864650607e-06
gerakan,0.0008426292027682353,0.00017999434746800798,0.00010771405906653253
gerakangerakan,6.652429247606346e-06,7.126165701107153e-06,4.038887291285912e-05
gerakanâ,3.978980140903092e-05,7.233929118328431e-06,6.732160630826225e-06
gerbang,9.310241589540242e-05,7.294014899032765e-06,5.367344489694323e-05
gestur,3.979177482647768e-05,4.2756996565704296e-05,6.831964907514309e-06
ghimk,6.648390033045352e-06,4.2756993623109005e-05,6.732160559713498e-06
gi,0.00020525977688632392,7.126165753365251e-06,7.5830614800847375e-06
gif,3.961382503087734e-05,7.4225516785776885e-06,6.732160697792178e-06
gigi,0.0013660296671261561,7.167331357125882e-06,4.393733353372046e-05
giginya,0.00010625353896857717,7.255540476226637e-06,6.732160628625417e-06
gigitan,0.0001061047627227979,7.415008265615561e-06,6.732160644302102e-06
giliran,6.761992859613804e-06,0.00011389177610229353,6.736985176014084e-06
gingerbread,6.72537478350455e-05,7.126166378163509e-06,1.2684772287643793e-05
ginggerbread,3.986208448655063e-05,7.126165690591465e-06,6.7607719747294935e-06
ginjal,6.661566069517477e-06,0.0005414182133921538,6.879771973190236e-06
gizi,0.00035937167105174633,0.0006096670882027596,9.016211554591772e-05
gizinya,3.989033983922319e-05,7.126165696848058e-06,6.732160595292137e-06
glaucoma,6.648390043841329e-06,4.275699359969082e-05,6.73216057090479e-06
glcm,6.6483900478405385e-06,0.0006484810710114409,6.73216057502704e-06
gldm,6.648390041052452e-06,7.838782168934685e-05,6.73216056799603e-06
glial,3.869515710804742e-05,8.407238150278914e-06,6.7321607081193434e-06
glioma,3.869515710804742e-05,8.407238150278916e-06,6.7321607081193434e-06
global,0.000344627018881088,0.00016494766132987932,0.0001886154533903789
globalisasi,0.00013245705567824806,7.126165738993399e-06,0.00011496390848902228
globalisassi,3.989033982001645e-05,7.126165707320824e-06,6.73216060484707e-06
glow,3.9848101878653424e-05,7.126165698902619e-06,6.774930757323234e-06
glrlm,6.6531392049202354e-06,0.00036342935589634925,6.73216057431339e-06
glrm,6.6483900393908e-06,0.0001140186497765196,6.732160566266748e-06
glukoma,6.648390034331849e-06,4.275699362034324e-05,6.732160561023635e-06
glukosa,6.664085994535732e-06,0.00011400182583542643,6.73216058696386e-06
go,6.801719069185188e-06,4.2519486491745276e-05,6.8012749409061064e-06
goal,7.313228984996619e-05,7.1261656843873415e-06,6.732160584150999e-06
godoglamongan,6.7327658224502345e-06,7.12616576419611e-06,4.030752402766364e-05
gol,0.00013961618983118998,7.126165681653695e-06,6.732160581616897e-06
golongan,0.00015148529127514967,6.566576690927941e-05,6.732160609462853e-06
googl,0.0010554206936238186,9.941305346016935e-05,0.000506940172378409
goresan,6.648390046420892e-06,4.275699359412791e-05,6.732160573548044e-06
gotong,3.9890339822054196e-05,7.126165706214333e-06,6.732160603828984e-06
govern,7.103617160308925e-06,7.774383280305043e-05,6.879580326147649e-06
gp,0.00019863847576428745,7.126165740740914e-06,0.0003172350153506738
gr,6.666351821195933e-06,7.836856910497397e-05,6.73216057781854e-06
grab,6.648390122345991e-06,0.00011391533309729699,6.829764790919858e-06
grade,6.648390059476447e-06,4.275699356581115e-05,6.73216058707899e-06
gradi,6.648390290541439e-06,4.240308329171551e-05,7.066502957752164e-06
gradient,6.648390050998842e-06,0.00011401864975127007,6.7321605783658475e-06
graf,6.6625752890244665e-06,0.0001473814904517578,4.252118977187807e-05
grafi,6.774807490728946e-06,7.1261656961074365e-06,7.392575530848899e-05
grafik,6.649952668959923e-06,6.956938273559391e-05,0.00011604385430583045
gram,6.648390056318576e-06,0.0001496494778232925,6.732160583873771e-06
